ticket,customer_id,complaint_category,complaint_date,severity
TICKET002683,CUST098013,Card Not Working,2025-02-27,1
TICKET002684,CUST093921,Loan Application Rejected,2025-01-10,0
TICKET002685,CUST045713,Delayed Refund,2024-07-10,10
TICKET002686,CUST068461,Delayed Refund,2024-05-12,8
TICKET002687,CUST050259,Incorrect Charges,2025-02-14,1
TICKET002688,CUST019385,Delayed Refund,2025-04-24,6
TICKET002689,CUST049348,Account Locked,2025-01-07,4
TICKET002690,CUST052501,Unauthorized Transaction,2024-10-20,3
TICKET002691,CUST056324,ATM Withdrawal Failed,2024-05-31,9
TICKET002692,CUST067437,KYC Verification Delay,2025-01-13,2
TICKET002693,CUST068428,Account Locked,2025-04-22,9
TICKET002694,CUST073004,Loan Application Rejected,2025-04-22,3
TICKET002695,CUST026097,Unauthorized Transaction,2025-04-10,2
TICKET002696,CUST033892,ATM Withdrawal Failed,2025-04-13,0
TICKET002697,CUST065550,Card Not Working,2025-03-21,3
TICKET002698,CUST092702,Delayed Refund,2025-03-02,3
TICKET002699,CUST087517,Mobile App Issues,2024-08-23,7
TICKET002700,CUST097491,Account Locked,2025-01-27,1
TICKET002701,CUST033075,Unauthorized Transaction,2024-08-31,5
TICKET002702,CUST037552,Poor Customer Service,2025-02-10,2
TICKET002703,CUST086783,Unauthorized Transaction,2025-01-14,4
TICKET002704,CUST074985,Delayed Refund,2024-05-17,4
TICKET002705,CUST041498,KYC Verification Delay,2024-12-19,6
TICKET002706,CUST007194,Card Not Working,2024-11-29,3
TICKET002707,CUST092398,Poor Customer Service,2025-01-28,9
TICKET002708,CUST034141,KYC Verification Delay,2025-05-06,7
TICKET002709,CUST093622,Account Locked,2024-08-22,3
TICKET002710,CUST083662,Incorrect Charges,2025-04-15,0
TICKET002711,CUST004511,Mobile App Issues,2024-08-02,4
TICKET002712,CUST083137,Poor Customer Service,2024-10-21,6
TICKET002713,CUST025496,Delayed Refund,2024-09-22,4
TICKET002714,CUST021517,Loan Application Rejected,2024-07-19,8
TICKET002715,CUST027648,Account Locked,2025-04-10,3
TICKET002716,CUST056471,KYC Verification Delay,2024-06-23,1
TICKET002717,CUST016352,Poor Customer Service,2025-02-04,6
TICKET002718,CUST078437,Mobile App Issues,2024-11-01,0
TICKET002719,CUST001037,Poor Customer Service,2025-04-12,0
TICKET002720,CUST068582,Loan Application Rejected,2024-05-10,4
TICKET002721,CUST080473,Delayed Refund,2025-01-19,6
TICKET002722,CUST037335,Loan Application Rejected,2024-12-03,2
TICKET002723,CUST072952,Loan Application Rejected,2024-09-27,10
TICKET002724,CUST036845,KYC Verification Delay,2024-08-03,10
TICKET002725,CUST030192,Delayed Refund,2024-11-03,7
TICKET002726,CUST065178,Incorrect Charges,2024-08-13,7
TICKET002727,CUST097468,ATM Withdrawal Failed,2024-09-22,10
TICKET002728,CUST003169,Mobile App Issues,2024-08-04,8
TICKET002729,CUST009060,Account Locked,2025-02-09,8
TICKET002730,CUST073798,Card Not Working,2025-03-29,3
TICKET002731,CUST065023,Loan Application Rejected,2025-01-12,1
TICKET002732,CUST089871,ATM Withdrawal Failed,2024-12-12,5
TICKET002733,CUST078812,Card Not Working,2025-01-14,3
TICKET002734,CUST039508,Card Not Working,2024-06-27,7
TICKET002735,CUST073732,Mobile App Issues,2024-08-18,3
TICKET002736,CUST035770,Poor Customer Service,2024-09-09,6
TICKET002737,CUST076428,ATM Withdrawal Failed,2025-01-15,1
TICKET002738,CUST068334,Loan Application Rejected,2024-06-27,2
TICKET002739,CUST002309,Delayed Refund,2024-05-09,10
TICKET002740,CUST086770,KYC Verification Delay,2025-03-23,4
TICKET002741,CUST050177,KYC Verification Delay,2024-07-07,0
TICKET002742,CUST083793,KYC Verification Delay,2024-07-11,6
TICKET002743,CUST023955,Account Locked,2024-05-30,2
TICKET002744,CUST074203,Unauthorized Transaction,2025-05-06,0
TICKET002745,CUST003712,Incorrect Charges,2024-08-12,3
TICKET002746,CUST069008,Delayed Refund,2024-06-17,6
TICKET002747,CUST007070,ATM Withdrawal Failed,2025-02-03,8
TICKET002748,CUST021502,Delayed Refund,2025-01-20,6
TICKET002749,CUST052070,Unauthorized Transaction,2024-12-03,0
TICKET002750,CUST099962,Mobile App Issues,2024-07-17,10
TICKET002751,CUST011370,Unauthorized Transaction,2025-02-07,6
TICKET002752,CUST079099,Account Locked,2024-05-17,8
TICKET002753,CUST012349,KYC Verification Delay,2025-03-09,9
TICKET002754,CUST029857,Unauthorized Transaction,2024-11-30,2
TICKET002755,CUST078761,Account Locked,2025-03-18,2
TICKET002756,CUST054490,Mobile App Issues,2024-12-31,4
TICKET002757,CUST053000,ATM Withdrawal Failed,2024-08-04,0
TICKET002758,CUST010186,Unauthorized Transaction,2024-10-09,6
TICKET002759,CUST016919,Mobile App Issues,2024-11-26,5
TICKET002760,CUST020616,Poor Customer Service,2024-12-20,6
TICKET002761,CUST026246,Account Locked,2024-12-18,1
TICKET002762,CUST063605,Account Locked,2025-02-01,8
TICKET002763,CUST012522,Delayed Refund,2025-02-03,3
TICKET002764,CUST081425,Delayed Refund,2024-09-05,6
TICKET002765,CUST074526,ATM Withdrawal Failed,2024-10-31,8
TICKET002766,CUST038743,Account Locked,2025-03-19,4
TICKET002767,CUST092223,Poor Customer Service,2024-07-06,2
TICKET002768,CUST045526,Delayed Refund,2024-05-12,2
TICKET002769,CUST068825,Delayed Refund,2024-08-03,5
TICKET002770,CUST053973,Card Not Working,2025-04-30,0
TICKET002771,CUST081990,Account Locked,2024-08-02,4
TICKET002772,CUST092910,Account Locked,2025-04-12,1
TICKET002773,CUST016458,ATM Withdrawal Failed,2024-05-18,7
TICKET002774,CUST057382,Poor Customer Service,2025-02-07,7
TICKET002775,CUST057358,Poor Customer Service,2024-12-11,4
TICKET002776,CUST035588,Poor Customer Service,2024-08-13,10
TICKET002777,CUST099394,Card Not Working,2024-07-02,3
TICKET002778,CUST062520,Poor Customer Service,2025-02-25,10
TICKET002779,CUST069041,Mobile App Issues,2024-08-09,6
TICKET002780,CUST027693,Poor Customer Service,2024-10-03,5
TICKET002781,CUST062691,Poor Customer Service,2025-03-26,1
TICKET002782,CUST060465,Unauthorized Transaction,2024-06-11,0
TICKET002783,CUST044379,Loan Application Rejected,2024-07-07,4
TICKET002784,CUST004392,Unauthorized Transaction,2025-01-08,0
TICKET002785,CUST094518,KYC Verification Delay,2024-05-24,0
TICKET002786,CUST094079,Delayed Refund,2024-12-21,7
TICKET002787,CUST016468,Unauthorized Transaction,2024-05-08,7
TICKET002788,CUST057314,ATM Withdrawal Failed,2024-12-10,5
TICKET002789,CUST014697,ATM Withdrawal Failed,2024-09-07,10
TICKET002790,CUST014294,Card Not Working,2024-08-16,3
TICKET002791,CUST038888,Incorrect Charges,2024-11-28,6
TICKET002792,CUST055964,Account Locked,2024-10-08,5
TICKET002793,CUST014988,Delayed Refund,2024-09-21,7
TICKET002794,CUST025551,ATM Withdrawal Failed,2024-05-26,6
TICKET002795,CUST024458,Unauthorized Transaction,2024-10-31,0
TICKET002796,CUST037048,ATM Withdrawal Failed,2024-09-09,1
TICKET002797,CUST057712,Account Locked,2024-07-06,7
TICKET002798,CUST090932,Incorrect Charges,2025-02-06,6
TICKET002799,CUST056724,Unauthorized Transaction,2025-03-05,7
TICKET002800,CUST075825,Mobile App Issues,2024-10-05,10
TICKET002801,CUST048933,Card Not Working,2025-01-05,4
TICKET002802,CUST099807,ATM Withdrawal Failed,2025-03-10,5
TICKET002803,CUST092062,Card Not Working,2024-10-13,8
TICKET002804,CUST057532,KYC Verification Delay,2024-07-02,8
TICKET002805,CUST092864,Card Not Working,2025-02-15,0
TICKET002806,CUST064528,Card Not Working,2024-10-16,1
TICKET002807,CUST018310,ATM Withdrawal Failed,2024-05-07,7
TICKET002808,CUST041099,Delayed Refund,2024-12-30,1
TICKET002809,CUST045872,KYC Verification Delay,2025-04-11,9
TICKET002810,CUST091877,ATM Withdrawal Failed,2025-04-11,2
TICKET002811,CUST053899,KYC Verification Delay,2025-02-04,3
TICKET002812,CUST061338,Unauthorized Transaction,2025-03-14,4
TICKET002813,CUST055248,Incorrect Charges,2024-08-28,10
TICKET002814,CUST030487,Delayed Refund,2024-11-23,2
TICKET002815,CUST039127,Card Not Working,2025-03-24,2
TICKET002816,CUST077130,Incorrect Charges,2024-07-16,7
TICKET002817,CUST062749,Card Not Working,2024-08-06,6
TICKET002818,CUST026617,Account Locked,2024-08-06,8
TICKET002819,CUST042258,Account Locked,2024-08-02,8
TICKET002820,CUST091794,Unauthorized Transaction,2024-08-15,5
TICKET002821,CUST032312,Account Locked,2025-03-21,7
TICKET002822,CUST064609,Delayed Refund,2024-08-22,3
TICKET002823,CUST043918,Poor Customer Service,2024-09-16,9
TICKET002824,CUST035455,KYC Verification Delay,2025-05-05,9
TICKET002825,CUST096687,Card Not Working,2025-05-03,5
TICKET002826,CUST005159,Delayed Refund,2025-01-05,2
TICKET002827,CUST003802,Card Not Working,2024-12-09,7
TICKET002828,CUST061575,Card Not Working,2025-02-06,8
TICKET002829,CUST033718,Mobile App Issues,2024-05-28,0
TICKET002830,CUST076166,Delayed Refund,2024-12-17,1
TICKET002831,CUST042038,Incorrect Charges,2025-03-28,10
TICKET002832,CUST056628,Account Locked,2024-05-21,0
TICKET002833,CUST057117,ATM Withdrawal Failed,2024-07-07,9
TICKET002834,CUST088935,Card Not Working,2024-09-20,0
TICKET002835,CUST061983,Incorrect Charges,2024-08-30,6
TICKET002836,CUST078642,Loan Application Rejected,2024-12-22,0
TICKET002837,CUST077452,Poor Customer Service,2024-09-30,1
TICKET002838,CUST083823,Mobile App Issues,2025-01-09,6
TICKET002839,CUST008802,Poor Customer Service,2024-08-06,4
TICKET002840,CUST062719,Loan Application Rejected,2025-04-24,4
TICKET002841,CUST075080,KYC Verification Delay,2024-05-07,4
TICKET002842,CUST046387,Unauthorized Transaction,2024-09-29,3
TICKET002843,CUST054280,Mobile App Issues,2024-12-22,9
TICKET002844,CUST053772,Mobile App Issues,2024-09-09,0
TICKET002845,CUST056966,ATM Withdrawal Failed,2024-09-22,8
TICKET002846,CUST096059,Poor Customer Service,2024-08-22,2
TICKET002847,CUST029123,Poor Customer Service,2024-05-17,2
TICKET002848,CUST090588,Account Locked,2025-01-12,5
TICKET002849,CUST065011,Poor Customer Service,2024-12-26,0
TICKET002850,CUST034348,Delayed Refund,2024-06-18,4
TICKET002851,CUST015647,Card Not Working,2024-08-05,7
TICKET002852,CUST038986,KYC Verification Delay,2024-09-01,4
TICKET002853,CUST059958,Card Not Working,2024-09-20,6
TICKET002854,CUST052353,Incorrect Charges,2024-12-07,3
TICKET002855,CUST093017,Mobile App Issues,2025-02-21,8
TICKET002856,CUST030520,KYC Verification Delay,2025-01-07,2
TICKET002857,CUST054923,Incorrect Charges,2025-03-02,9
TICKET002858,CUST011054,Mobile App Issues,2024-11-20,2
TICKET002859,CUST043683,Unauthorized Transaction,2025-03-19,9
TICKET002860,CUST057939,Account Locked,2025-03-04,0
TICKET002861,CUST057608,Incorrect Charges,2024-12-18,9
TICKET002862,CUST024379,Account Locked,2024-10-02,4
TICKET002863,CUST038520,Unauthorized Transaction,2025-01-15,1
TICKET002864,CUST055772,ATM Withdrawal Failed,2024-07-28,2
TICKET002865,CUST007754,Delayed Refund,2025-04-18,7
TICKET002866,CUST036512,Poor Customer Service,2025-01-04,10
TICKET002867,CUST081512,Delayed Refund,2024-05-13,1
TICKET002868,CUST008021,Delayed Refund,2025-03-24,7
TICKET002869,CUST003064,Unauthorized Transaction,2025-02-26,0
TICKET002870,CUST071777,Account Locked,2025-03-27,5
TICKET002871,CUST009023,Card Not Working,2024-09-14,1
TICKET002872,CUST024793,Unauthorized Transaction,2024-09-08,7
TICKET002873,CUST063563,Delayed Refund,2025-01-11,8
TICKET002874,CUST014829,Delayed Refund,2024-05-22,9
TICKET002875,CUST092988,Incorrect Charges,2025-04-16,6
TICKET002876,CUST022088,Incorrect Charges,2025-02-24,9
TICKET002877,CUST085123,Account Locked,2024-09-06,0
TICKET002878,CUST071175,Unauthorized Transaction,2025-03-12,4
TICKET002879,CUST097140,Mobile App Issues,2025-04-06,0
TICKET002880,CUST053270,Incorrect Charges,2024-10-06,2
TICKET002881,CUST061307,Delayed Refund,2024-06-09,1
TICKET002882,CUST067975,Account Locked,2025-03-08,2
TICKET002883,CUST037357,Poor Customer Service,2024-08-07,3
TICKET002884,CUST030451,Poor Customer Service,2024-10-14,10
TICKET002885,CUST051032,KYC Verification Delay,2024-06-27,3
TICKET002886,CUST034234,Card Not Working,2024-07-21,7
TICKET002887,CUST083219,Incorrect Charges,2025-01-21,7
TICKET002888,CUST055008,Incorrect Charges,2024-11-04,7
TICKET002889,CUST087552,Poor Customer Service,2024-10-03,1
TICKET002890,CUST065317,Delayed Refund,2025-03-26,5
TICKET002891,CUST092177,Incorrect Charges,2024-12-09,8
TICKET002892,CUST070590,Incorrect Charges,2024-06-15,6
TICKET002893,CUST080547,Incorrect Charges,2024-05-09,0
TICKET002894,CUST030672,KYC Verification Delay,2025-02-28,8
TICKET002895,CUST058434,Incorrect Charges,2025-01-27,7
TICKET002896,CUST033816,Account Locked,2024-09-25,7
TICKET002897,CUST071879,KYC Verification Delay,2024-06-18,7
TICKET002898,CUST019085,ATM Withdrawal Failed,2024-07-15,6
TICKET002899,CUST081996,Mobile App Issues,2024-05-11,3
TICKET002900,CUST054435,Unauthorized Transaction,2024-08-31,5
TICKET002901,CUST083038,ATM Withdrawal Failed,2024-06-11,8
TICKET002902,CUST015661,Poor Customer Service,2024-06-08,1
TICKET002903,CUST051819,ATM Withdrawal Failed,2024-06-18,1
TICKET002904,CUST006882,Account Locked,2024-11-13,1
TICKET002905,CUST038628,Poor Customer Service,2024-08-17,3
TICKET002906,CUST055941,Card Not Working,2024-11-23,3
TICKET002907,CUST046903,Poor Customer Service,2024-06-29,0
TICKET002908,CUST096896,Mobile App Issues,2025-01-11,8
TICKET002909,CUST043095,Incorrect Charges,2025-01-21,10
TICKET002910,CUST084432,Unauthorized Transaction,2024-05-16,9
TICKET002911,CUST081547,KYC Verification Delay,2024-12-02,3
TICKET002912,CUST012244,Mobile App Issues,2025-04-07,1
TICKET002913,CUST096600,Account Locked,2025-03-06,3
TICKET002914,CUST044984,ATM Withdrawal Failed,2025-03-01,4
TICKET002915,CUST024126,Unauthorized Transaction,2024-12-21,7
TICKET002916,CUST029181,Incorrect Charges,2024-09-20,6
TICKET002917,CUST049926,Incorrect Charges,2024-05-12,4
TICKET002918,CUST056775,ATM Withdrawal Failed,2024-11-23,4
TICKET002919,CUST002541,Delayed Refund,2024-11-04,5
TICKET002920,CUST090363,Card Not Working,2024-09-26,0
TICKET002921,CUST065088,Incorrect Charges,2025-04-30,3
TICKET002922,CUST078421,Card Not Working,2024-05-28,3
TICKET002923,CUST001676,KYC Verification Delay,2025-03-07,2
TICKET002924,CUST025662,Loan Application Rejected,2025-03-31,8
TICKET002925,CUST076436,Poor Customer Service,2024-05-13,8
TICKET002926,CUST050262,Incorrect Charges,2024-12-31,10
TICKET002927,CUST070477,Delayed Refund,2024-12-29,8
TICKET002928,CUST071704,KYC Verification Delay,2024-08-25,2
TICKET002929,CUST092362,Account Locked,2025-02-26,7
TICKET002930,CUST010041,Incorrect Charges,2024-10-30,7
TICKET002931,CUST070516,Account Locked,2024-10-03,6
TICKET002932,CUST021562,Loan Application Rejected,2024-10-15,4
TICKET002933,CUST049183,Loan Application Rejected,2024-11-21,1
TICKET002934,CUST008133,Loan Application Rejected,2025-04-11,6
TICKET002935,CUST024768,Account Locked,2024-12-08,6
TICKET002936,CUST079809,ATM Withdrawal Failed,2025-01-05,2
TICKET002937,CUST021902,Account Locked,2025-04-02,5
TICKET002938,CUST080974,Delayed Refund,2024-06-08,2
TICKET002939,CUST066008,Loan Application Rejected,2024-07-29,7
TICKET002940,CUST037094,Card Not Working,2024-11-29,5
TICKET002941,CUST078200,ATM Withdrawal Failed,2024-12-15,8
TICKET002942,CUST073719,Unauthorized Transaction,2024-11-30,4
TICKET002943,CUST072294,ATM Withdrawal Failed,2024-08-15,8
TICKET002944,CUST076780,ATM Withdrawal Failed,2024-07-13,9
TICKET002945,CUST001186,Poor Customer Service,2024-07-07,10
TICKET002946,CUST050794,Account Locked,2024-08-06,10
TICKET002947,CUST046158,Poor Customer Service,2025-03-17,8
TICKET002948,CUST001702,Incorrect Charges,2025-03-30,3
TICKET002949,CUST066805,Poor Customer Service,2024-12-27,9
TICKET002950,CUST023872,Account Locked,2024-08-28,3
TICKET002951,CUST032682,Card Not Working,2025-05-05,9
TICKET002952,CUST014352,Incorrect Charges,2024-10-13,1
TICKET002953,CUST078836,Delayed Refund,2025-03-21,3
TICKET002954,CUST001541,Delayed Refund,2025-01-08,3
TICKET002955,CUST024962,Account Locked,2025-02-01,6
TICKET002956,CUST019469,Loan Application Rejected,2024-06-10,8
TICKET002957,CUST081098,Delayed Refund,2024-05-10,2
TICKET002958,CUST008455,Unauthorized Transaction,2025-03-01,1
TICKET002959,CUST050601,KYC Verification Delay,2025-02-21,10
TICKET002960,CUST007562,Unauthorized Transaction,2025-03-05,1
TICKET002961,CUST074503,ATM Withdrawal Failed,2025-02-07,5
TICKET002962,CUST074332,Incorrect Charges,2024-09-29,2
TICKET002963,CUST012575,Unauthorized Transaction,2025-02-02,0
TICKET002964,CUST005083,KYC Verification Delay,2024-12-11,2
TICKET002965,CUST028583,Unauthorized Transaction,2024-07-22,2
TICKET002966,CUST094154,Card Not Working,2024-07-09,6
TICKET002967,CUST042965,Card Not Working,2025-01-14,10
TICKET002968,CUST070487,Card Not Working,2025-03-30,8
TICKET002969,CUST046132,Card Not Working,2025-02-20,5
TICKET002970,CUST097042,Delayed Refund,2024-12-05,9
TICKET002971,CUST015604,Delayed Refund,2024-05-24,3
TICKET002972,CUST052034,Account Locked,2025-02-16,8
TICKET002973,CUST086339,Incorrect Charges,2024-06-03,4
TICKET002974,CUST053013,Unauthorized Transaction,2025-01-15,8
TICKET002975,CUST080518,Card Not Working,2024-05-25,5
TICKET002976,CUST040714,KYC Verification Delay,2024-05-31,4
TICKET002977,CUST066207,Poor Customer Service,2025-02-20,5
TICKET002978,CUST023045,Incorrect Charges,2024-06-24,9
TICKET002979,CUST004302,ATM Withdrawal Failed,2024-09-06,5
TICKET002980,CUST005937,KYC Verification Delay,2024-12-13,0
TICKET002981,CUST021854,Poor Customer Service,2025-01-21,5
TICKET002982,CUST014902,Unauthorized Transaction,2025-01-10,5
TICKET002983,CUST062688,Account Locked,2024-10-08,10
TICKET002984,CUST032028,Poor Customer Service,2024-08-04,7
TICKET002985,CUST079088,Card Not Working,2025-04-27,2
TICKET002986,CUST044892,Mobile App Issues,2024-08-30,2
TICKET002987,CUST004123,Mobile App Issues,2025-01-16,3
TICKET002988,CUST090937,Delayed Refund,2025-01-27,2
TICKET002989,CUST036536,ATM Withdrawal Failed,2024-11-23,10
TICKET002990,CUST027572,Account Locked,2025-03-10,3
TICKET002991,CUST030995,Account Locked,2024-06-28,6
TICKET002992,CUST080967,Poor Customer Service,2025-04-19,10
TICKET002993,CUST060260,Unauthorized Transaction,2025-03-08,4
TICKET002994,CUST012509,Mobile App Issues,2025-02-25,6
TICKET002995,CUST039188,KYC Verification Delay,2024-07-06,6
TICKET002996,CUST080397,Poor Customer Service,2024-08-26,5
TICKET002997,CUST057300,Incorrect Charges,2025-04-11,6
TICKET002998,CUST078967,Poor Customer Service,2025-04-22,3
TICKET002999,CUST075140,Delayed Refund,2025-03-28,10
TICKET003000,CUST085554,Delayed Refund,2024-07-02,5
TICKET003001,CUST063034,Mobile App Issues,2024-05-25,4
TICKET003002,CUST054787,Incorrect Charges,2024-10-22,3
TICKET003003,CUST088780,Mobile App Issues,2025-03-30,1
TICKET003004,CUST064591,Account Locked,2024-07-19,0
TICKET003005,CUST092597,Unauthorized Transaction,2024-08-19,10
TICKET003006,CUST061013,Unauthorized Transaction,2024-11-08,0
TICKET003007,CUST084292,Mobile App Issues,2024-06-08,4
TICKET003008,CUST052963,Card Not Working,2025-01-15,7
TICKET003009,CUST001278,ATM Withdrawal Failed,2024-09-10,3
TICKET003010,CUST056284,Unauthorized Transaction,2024-09-23,10
TICKET003011,CUST046174,Loan Application Rejected,2024-09-09,10
TICKET003012,CUST053321,Delayed Refund,2025-02-15,10
TICKET003013,CUST074312,Delayed Refund,2024-07-06,9
TICKET003014,CUST064590,KYC Verification Delay,2025-02-14,1
TICKET003015,CUST059237,KYC Verification Delay,2025-03-05,6
TICKET003016,CUST030045,KYC Verification Delay,2024-05-29,5
TICKET003017,CUST016467,Card Not Working,2025-01-14,3
TICKET003018,CUST066999,Mobile App Issues,2024-07-06,7
TICKET003019,CUST035632,Unauthorized Transaction,2024-06-04,6
TICKET003020,CUST012557,Poor Customer Service,2025-05-05,4
TICKET003021,CUST010695,Unauthorized Transaction,2024-07-02,7
TICKET003022,CUST042399,Account Locked,2024-10-15,5
TICKET003023,CUST063641,Unauthorized Transaction,2024-06-08,3
TICKET003024,CUST027314,Mobile App Issues,2025-03-30,10
